year,customer_id,gender_filled,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum days_filled,customer_support_calls,churn_filled
2020,897321,Male,29,80,no,yes,249.6,10.7,28.29,84,4,3,4,0
2020,898493,Male,33,180,no,no,208.5,15.7,23.63,118,5,5,2,0
2020,898746,Male,44,25,no,no,178.95,10.5,20.28,86,4,3,3,0
2020,899427,Male,32,195,no,yes,347.55,12.1,39.39,89,2,4,0,0
2020,899955,Female,28,21,no,no,367.05,6.6,41.6,87,1,2,1,0
2020,900286,Male,41,172,no,no,318,12.6,36.04,78,10,4,3,0
2020,901312,Male,49,87,no,no,384.3,7.4,43.55,80,2,2,4,0
2020,901379,Female,34,117,no,no,202.05,7.7,22.9,104,3,3,1,0
2020,902026,Male,42,52,no,yes,253.95,8.2,28.78,86,3,3,0,0
2020,902856,Male,39,75,no,yes,297.3,11.3,33.69,73,7,4,1,0
2020,903051,Female,43,78,no,yes,296.1,13.2,33.56,73,2,4,0,0
2020,903266,Female,40,145,no,yes,221.25,15.6,25.08,102,3,5,2,0
2020,903287,Male,25,117,no,no,277.2,9.6,31.42,113,8,3,1,0
2020,903946,Male,25,122,no,no,270,11.5,30.6,120,6,4,2,0
2020,905210,Male,32,91,no,no,200.55,5.9,22.73,89,2,2,0,0
2020,905527,Male,31,72,no,no,220.5,10.5,24.99,80,4,3,1,0
2020,905885,Male,35,136,no,no,152.55,9.4,17.29,119,6,3,3,0
2020,906478,Female,36,71,no,no,416.25,8.2,47.18,101,2,3,1,0
2020,906957,Female,38,174,no,no,358.8,8.8,40.66,116,3,3,1,0
2020,907380,Female,43,105,no,yes,269.1,10,30.5,105,5,3,0,0
2020,907500,Female,42,181,no,no,214.95,6,24.36,95,7,2,1,0
2020,907674,Male,46,143,no,yes,358.8,9.5,40.66,95,4,3,1,0
2020,908186,Male,48,107,no,no,155.1,14.4,17.58,125,3,4,1,0
2020,908295,Male,43,85,no,yes,344.4,9.5,39.03,76,8,3,2,0
2020,908936,Female,35,39,no,no,443.1,11.5,50.22,123,2,4,1,1
2020,909423,Male,62,165,no,no,324.9,12.4,36.82,123,8,4,0,0
2020,909522,Male,30,68,no,no,340.05,10.2,38.54,117,1,3,0,0
2020,909610,Female,30,93,no,no,264.15,8.5,29.94,96,6,3,2,0
2020,910934,Female,70,65,no,no,293.1,8.9,33.22,105,4,3,0,0
2020,911690,Female,65,122,no,no,255.75,11.3,28.99,75,2,4,1,0
2020,912703,Male,25,146,yes,no,199.5,11.2,22.61,128,3,4,1,0
2020,913241,Female,36,127,yes,no,271.35,7.4,30.75,105,4,2,2,0
2020,913672,Female,40,92,no,no,231,5.6,26.18,117,2,2,3,1
2020,913777,Male,52,105,no,no,221.55,12.8,25.11,102,3,4,2,0
2020,913796,Female,58,41,no,no,304.35,9,34.49,92,3,3,3,0
2020,914425,Male,32,117,no,no,214.95,11.5,24.36,96,3,4,1,0
2020,915685,Female,36,112,no,no,261.75,11.3,29.67,120,7,4,1,0
2020,915734,Male,29,48,no,yes,297,7.6,33.66,71,4,3,1,0
2020,916431,Female,51,125,no,no,343.95,12,38.98,95,8,4,1,0
2020,917050,Female,28,92,no,yes,226.65,10,25.69,114,3,3,1,0
2020,917172,Female,29,119,no,yes,325.8,11.3,36.92,85,4,4,0,0
2020,917916,Female,38,50,no,no,197.55,11,22.39,126,5,3,1,0
2020,918334,Male,35,148,yes,no,222.3,8.6,25.19,62,3,3,2,0
2020,918911,Male,36,104,no,no,209.55,11.3,23.75,102,5,4,2,0
2020,919437,Male,39,136,no,no,228.9,5,25.94,99,10,2,1,0
2020,919521,Male,65,124,no,no,291,11.9,32.98,153,5,4,0,0
2020,919598,Female,25,79,no,no,236.4,9.4,26.79,86,10,3,5,1
2020,920128,Male,61,64,no,no,231,3.5,26.18,86,3,1,1,0
2020,920271,Male,34,51,no,no,348.6,9.1,39.51,107,3,3,1,0
2020,920453,Male,36,110,no,no,282,15.3,31.96,64,3,5,3,0
2020,920776,Male,35,79,no,no,308.55,6.7,34.97,106,18,2,1,0
2020,921247,Female,41,47,no,yes,169.2,13.2,19.18,112,6,4,2,0
2020,922503,Female,42,109,no,yes,250.35,12.3,28.37,97,4,4,1,1
2020,922547,Female,31,147,yes,no,337.8,9.9,38.28,146,1,3,0,1
2020,924220,Male,40,104,yes,no,222.3,11,25.19,103,4,3,0,0
2020,924324,Male,63,85,yes,no,324,3.6,36.72,98,7,1,2,0
2020,926137,Female,57,63,no,no,223.95,9.1,25.38,72,4,3,0,0
2020,926279,Female,28,97,yes,no,215.55,10.9,24.43,81,3,3,0,0
2020,927074,Male,49,104,no,no,275.4,12.7,31.21,112,2,4,1,0
2020,927902,Male,30,137,yes,no,261,11.4,29.58,98,3,4,2,0
2020,927976,Female,51,133,no,no,302.55,6,34.29,80,4,2,0,0
2020,928517,Male,26,58,no,no,364.65,7.8,41.33,120,4,3,2,0
2020,928521,Male,30,132,no,no,254.85,11.5,28.88,79,2,4,1,0
2020,928942,Female,33,113,no,no,310.8,9.9,35.22,87,1,3,1,0
2020,929521,Male,55,82,no,no,450.45,11.7,51.05,73,4,4,0,1
2020,929638,Male,25,52,no,no,314.7,9.9,35.67,119,9,3,4,0
2020,929939,Male,39,114,no,no,289.5,9.6,32.81,79,2,3,2,0
2020,929949,Male,29,112,no,no,503.25,12.7,57.04,132,8,4,2,1
2020,929995,Male,56,160,no,no,261.45,8.3,29.63,131,2,3,0,0
2020,930251,Female,45,85,no,no,153,10.7,17.34,105,3,3,1,0
2020,931628,Female,42,135,no,no,302.7,10.3,34.31,82,6,3,1,0
2020,931742,Female,26,6,no,no,339.75,9.4,38.51,98,4,3,3,0
2020,932297,Female,43,150,no,no,219.45,13.1,24.87,103,3,4,1,0
2020,932324,Female,27,124,no,no,282.75,6.1,32.05,127,6,2,1,0
2020,932741,Male,48,32,no,yes,400.05,16.3,45.34,98,4,5,1,0
2020,933115,Female,44,143,no,no,165.15,9.2,18.72,94,2,3,1,0
2020,933777,Female,48,69,no,no,292.95,12.5,33.2,119,4,4,3,0
2020,933792,Female,41,180,no,yes,347.7,7.6,39.41,121,4,3,1,0
2020,933815,Female,31,144,yes,no,305.25,11.9,34.6,94,11,4,0,0
2020,933840,Female,43,120,no,yes,230.25,11.4,26.1,76,4,4,0,0
2020,933958,Female,32,68,no,no,259.05,11.7,29.36,99,1,4,2,0
2020,933978,Male,65,58,no,no,352.2,9.9,39.92,122,6,3,0,0
2020,934109,Female,29,99,no,no,285.6,11.2,32.37,92,4,4,2,0
2020,935533,Female,33,92,no,no,312,8.6,35.36,97,6,3,0,0
2020,936502,Female,72,143,no,no,304.2,4.6,34.48,71,4,2,1,0
2020,936600,Female,32,137,no,no,190.5,7.5,21.59,127,2,3,1,0
2020,936940,Female,41,120,no,no,331.95,9.3,37.62,80,7,3,0,0
2020,939713,Male,26,98,no,no,280.8,5.1,31.82,129,4,2,1,0
2020,939796,Male,36,136,yes,yes,305.85,10.5,34.66,107,6,3,3,0
2020,940558,Female,33,23,no,no,169.65,6.9,19.23,126,2,3,1,1
2020,940570,Female,53,61,yes,yes,215.25,11.3,24.4,95,3,3,0,0
2020,941288,Male,35,130,no,no,231,12.9,26.18,75,1,4,1,0
2020,942759,Male,38,75,yes,no,333.6,8.7,37.81,104,9,3,1,1
2020,943043,Male,38,78,no,no,206.1,14,23.36,136,11,4,3,0
2020,943469,Female,40,116,no,no,260.25,16.2,29.5,112,10,5,3,0
2020,943824,Female,34,81,no,yes,242.4,12.2,27.47,101,5,4,1,0
2020,943851,Female,35,77,no,no,217.35,12.3,24.63,73,3,4,2,0
2020,943939,Male,34,190,no,yes,249.75,8.5,28.31,102,3,3,0,0
2020,944427,Male,29,74,no,no,247.95,9.8,28.1,102,3,3,1,0
2020,944474,Male,30,13,no,yes,264.9,11.3,30.02,128,5,4,2,0
2020,945538,Male,34,71,no,yes,263.55,14.1,29.87,154,7,4,1,0
2020,946024,Female,29,78,no,no,379.35,9.5,42.99,105,7,3,3,0
2020,946032,Female,35,97,no,no,181.2,11.9,20.54,63,3,4,4,1
2020,946106,Male,44,146,no,yes,264.9,14.6,30.02,98,6,3,1,0
2020,946341,Male,30,66,no,no,131.4,9.2,14.89,125,5,3,1,0
2020,947753,Male,35,124,no,no,237.9,10.2,26.96,104,8,3,3,0
2020,949148,Male,34,60,no,no,203.1,7.9,23.02,103,4,3,1,0
2020,949443,Male,43,112,no,no,251.7,11.9,28.53,108,4,4,0,0
2020,949500,Male,24,140,no,yes,235.65,11.1,26.71,94,9,3,1,0
2020,949809,Female,39,97,no,no,384.6,11.1,43.59,101,1,3,1,1
2020,950154,Female,47,44,no,yes,332.7,14,37.71,62,7,4,0,0
2020,950423,Male,42,40,no,yes,337.05,7.5,38.2,104,5,3,1,1
2020,950561,Male,30,94,no,no,209.1,7.7,23.7,129,3,3,0,0
2020,950907,Male,69,73,no,yes,123.45,11.8,13.99,98,2,4,6,1
2020,951290,Male,41,189,no,yes,385.05,11.4,43.64,87,3,4,3,0
2020,951959,Male,44,94,yes,no,353.4,8.6,40.05,93,4,3,1,0
2020,952646,Male,37,122,no,no,235.65,8.5,26.71,59,5,3,4,1
2020,953195,Male,25,102,no,no,300.9,7.7,34.1,128,2,3,3,0
2020,953530,Female,54,70,no,no,345.45,13.2,39.15,105,4,4,1,0
2020,954051,Male,43,73,no,no,235.65,10,26.71,91,8,3,0,0
2020,954243,Female,36,179,no,no,256.05,13.3,29.02,107,4,4,1,0
2020,954522,Female,31,196,no,no,351,9.1,39.78,70,5,3,2,0
2020,955302,Male,41,99,no,no,211.05,12.4,23.92,125,4,4,2,0
2020,955786,Female,34,61,yes,no,117.3,10.1,13.29,100,6,3,2,0
2020,956413,Female,33,48,no,no,285.6,8.3,32.37,113,4,3,2,0
2020,956460,Female,28,139,no,yes,236.4,13.7,26.79,112,2,4,0,0
2020,956473,Female,25,50,no,no,232.05,11.1,26.3,95,3,3,0,0
2020,956526,Female,26,150,no,yes,314.85,6.6,35.68,113,1,2,0,0
2020,956898,Female,33,78,no,no,196.2,10,22.24,108,5,3,1,0
2020,957107,Female,48,151,no,no,201.75,15.4,22.87,61,1,5,1,0
2020,957300,Male,33,65,no,no,223.05,12.7,25.28,107,6,4,2,0
2020,957452,Female,39,142,no,no,127.2,14.2,14.42,148,6,4,2,0
2020,957973,Male,57,84,no,no,340.35,13.2,38.57,121,5,4,2,0
2020,959167,Female,46,141,no,no,77.85,10.1,8.82,115,3,3,3,0
2020,959264,Male,26,115,no,no,164.55,15.4,18.65,96,8,5,3,0
2020,959673,Female,62,79,no,no,195.3,14,22.13,140,6,4,3,0
2020,961226,Female,35,83,yes,yes,142.05,10.6,16.1,109,6,3,2,0
2020,961691,Female,40,22,no,no,240.6,12.5,27.27,115,4,4,1,0
2020,961937,Female,36,55,no,yes,248.4,11,28.15,90,2,3,3,0
2020,962573,Male,58,60,yes,no,274.5,11.1,31.11,119,6,3,1,0
2020,962883,Male,55,95,no,no,295.5,16.1,33.49,104,8,5,0,0
2020,963327,Female,41,96,no,no,240.3,9.3,27.23,68,5,3,2,0
2020,963831,Male,42,84,no,yes,247.95,7.6,28.1,72,7,3,3,0
2020,964264,Male,41,40,yes,no,256.05,8.2,29.02,89,9,3,3,0
2020,964321,Male,46,74,no,no,222.75,9.9,25.25,83,6,3,3,0
2020,964557,Male,28,125,no,no,245.7,15.7,27.85,95,4,5,0,0
2020,964643,Female,50,64,no,no,329.4,9.7,37.33,65,5,3,1,0
2020,964756,Female,27,88,no,no,284.7,14.9,32.27,111,3,5,2,0
2020,964765,Male,42,67,no,no,316.05,7.2,35.82,83,6,2,1,0
2020,965313,Female,34,120,no,no,237,10,26.86,132,5,3,1,0
2020,965406,Female,38,131,no,no,249.75,9.9,28.31,93,5,3,1,0
2020,967000,Male,42,106,no,yes,296.1,12.3,33.56,101,4,4,3,0
2020,967413,Male,32,132,no,yes,339.3,10.5,38.45,102,5,3,3,1
2020,967998,Male,39,49,no,no,320.7,15.6,36.35,128,7,5,0,0
2020,968402,Male,38,151,no,no,353.85,5.8,40.1,116,2,2,3,0
2020,968500,Male,36,101,no,no,134.55,13.5,15.25,93,11,4,5,1
2020,968842,Male,36,57,no,yes,419.85,13,47.58,94,2,4,1,0
2020,968897,Male,61,65,no,no,166.5,4.4,18.87,89,14,2,1,0
2020,969286,Female,31,138,no,no,257.1,17,29.14,115,4,5,3,0
2020,969710,Male,27,143,no,no,233.25,7.6,26.44,61,11,3,1,0
2020,969732,Female,34,98,no,no,331.8,11.9,37.6,89,3,4,4,0
2020,970008,Female,53,105,no,yes,314.4,10.6,35.63,131,3,3,2,0
2020,970012,Male,47,102,no,no,261.75,10.3,29.67,116,5,3,4,0
2020,971002,Male,61,34,no,no,187.2,10,21.22,78,4,3,2,0
2020,971377,Male,35,57,no,no,254.4,11.2,28.83,83,4,4,0,0
2020,971483,Female,37,208,no,no,489.75,10.7,55.51,102,6,3,2,1
2020,971531,Male,32,27,no,no,355.05,12.7,40.24,85,6,4,1,0
2020,971575,Male,54,147,no,no,319.2,10.2,36.18,113,2,3,1,0
2020,971608,Male,25,90,no,no,310.8,8,35.22,103,1,3,2,0
2020,971989,Female,33,125,yes,no,280.95,9.6,31.84,112,2,3,0,1
2020,972391,Male,32,93,no,yes,268.05,8,30.38,82,4,3,2,0
2020,972567,Male,58,139,no,no,316.65,5.6,35.89,70,4,2,0,0
2020,973083,Male,29,73,no,no,280.95,15.1,31.84,108,2,5,1,0
2020,973145,Male,35,71,no,no,211.8,7,24,72,2,2,2,0
2020,973331,Male,36,119,no,no,334.2,11.2,37.88,112,6,4,1,0
2020,973588,Male,34,139,no,no,304.8,9.7,34.54,76,3,3,2,0
2020,973653,Male,53,105,no,yes,354.75,8.1,40.21,115,3,3,2,0
2020,974506,Male,33,120,no,no,270,4.7,30.6,91,7,2,3,0
2020,975194,Female,53,116,no,no,302.7,16.5,34.31,130,5,5,0,0
2020,976047,Female,36,80,no,no,158.7,13.1,17.99,87,5,4,0,0
2020,977373,Male,27,124,no,no,381.45,11.8,43.23,69,2,4,2,0
2020,978441,Male,38,74,no,no,331.65,10.6,37.59,112,3,3,0,0
2020,978662,Male,35,97,no,no,326.4,4.2,36.99,110,3,2,0,0
2020,979051,Male,45,99,no,no,325.8,15.8,36.92,89,7,5,3,0
2020,979287,Female,41,102,no,no,337.05,15.8,38.2,109,6,5,1,0
2020,979406,Male,47,129,no,yes,179.4,5.9,20.33,175,2,2,2,0
2020,979481,Male,37,58,no,no,248.1,12.8,28.12,118,5,4,2,0
2020,979660,Male,30,141,no,no,325.65,12,36.91,103,6,4,0,0
2020,979909,Male,29,144,no,no,417.75,11.6,47.35,90,5,4,1,1
2020,980228,Female,37,90,no,no,301.35,8.9,34.15,98,7,3,1,0
2020,980395,Female,38,62,no,no,258.6,11,29.31,109,5,3,0,0
2020,980963,Female,26,158,no,no,307.8,14.4,34.88,108,12,4,0,0
2020,981937,Male,37,46,no,no,298.8,10.2,33.86,84,2,3,3,0
2020,982050,Female,21,152,no,no,309.45,10.6,35.07,121,4,3,1,0
2020,982086,Female,54,139,no,no,331.95,11.3,37.62,89,6,4,1,0
2020,983109,Female,57,127,no,no,330.3,11.7,37.43,113,3,4,2,0
2020,983806,Male,54,119,no,yes,231,11.8,26.18,112,4,4,2,0
2020,984575,Female,58,136,no,yes,269.1,9.5,30.5,120,4,3,2,0
2020,984634,Female,32,144,yes,yes,262.2,12.8,29.72,90,3,4,0,0
2020,985734,Female,67,144,yes,no,225,9.4,25.5,121,15,3,0,0
2020,985779,Male,37,99,no,no,193.2,14.1,21.9,131,4,4,2,0
2020,985800,Female,42,73,no,no,263.1,12.2,29.82,85,4,4,0,0
2020,986715,Male,37,128,no,no,370.95,14.7,42.04,112,2,4,3,0
2020,987122,Female,26,54,no,no,175.2,12,19.86,101,2,4,1,0
2020,987339,Female,42,81,yes,yes,355.65,7.9,40.31,120,3,3,1,0
2020,988042,Female,41,149,no,no,210.6,11.1,23.87,108,9,3,1,0
2020,988109,Male,29,81,no,no,331.2,7.6,37.54,100,3,3,2,0
2020,988762,Male,32,60,no,no,187.65,11.2,21.27,79,3,4,3,0
2020,988979,Male,38,81,no,yes,173.85,11.7,19.7,90,6,4,3,0
2020,989058,Female,29,151,no,yes,322.05,8.6,36.5,44,4,3,1,0
2020,989294,Female,70,93,no,no,285.3,8.8,32.33,92,4,3,0,0
2020,989415,Male,25,95,no,no,234.9,12.3,26.62,115,5,4,3,0
2020,989511,Female,43,154,no,yes,336,9.6,38.08,100,2,3,0,0
2020,990376,Female,45,42,no,no,219.45,8,24.87,117,12,3,1,0
2020,990984,Female,42,73,no,no,382.05,10.6,43.3,60,8,3,0,0
2020,991428,Female,36,42,no,no,233.1,9,26.42,128,3,3,0,0
2020,991641,Male,35,157,no,no,344.7,9.6,39.07,108,7,3,3,0
2020,992113,Female,61,133,no,no,368.7,11.2,41.79,103,7,4,0,0
2020,992456,Male,25,144,no,yes,159.6,10.1,18.09,111,5,3,1,0
2020,993714,Male,32,61,no,no,67.5,9.8,7.65,94,6,3,2,0
2020,993815,Male,49,50,yes,yes,460.65,8,52.21,109,3,3,0,0
2020,994954,Female,42,119,no,yes,176.7,7.6,20.03,76,3,3,3,0
2020,996129,Male,36,127,no,no,303.15,11.5,34.36,113,3,4,2,0
2020,996524,Female,60,141,no,yes,310.35,9.3,35.17,124,11,3,2,0
2020,997132,Female,54,75,no,yes,182.25,11.3,20.66,97,5,4,2,0
2020,998086,Male,45,127,no,no,273.45,9.3,30.99,116,3,3,1,0
2020,998474,UNKNOWN,53,94,no,no,128.85,15.6,14.6,110,16,5,0,0
2020,998934,Male,40,94,no,no,178.05,10.4,20.18,100,6,3,3,0
2020,999961,Male,37,73,no,no,326.7,10.3,37.03,89,6,3,1,1
